AnimalType,Breed,Color,Sex,IntakeType,IntakeCondition,TimeInShelterDays,AgeInDays,TimeInShelterDays_log
Cat,Domestic Shorthair Mix,Black,Spayed Female,Stray,Normal,66,365,4.204692619390966
Dog,Dachshund,Red,Neutered Male,Stray,Normal,22,4380,3.1354942159291497
Dog,Miniature Schnauzer Mix,Chocolate/White,Intact Male,Stray,Normal,4,60,1.6094379124341003
Cat,Domestic Longhair Mix,Black,Intact Male,Stray,Normal,45,28,3.828641396489095
Cat,Domestic Shorthair Mix,Orange Tabby/White,Intact Male,Stray,Normal,19,30,2.995732273553991
Cat,Domestic Shorthair Mix,Orange Tabby/White,Intact Male,Stray,Normal,8,30,2.1972245773362196
Cat,Domestic Shorthair Mix,Brown Tabby,Intact Female,Owner Surrender,Normal,2,60,1.0986122886681098
Cat,American Shorthair Mix,Tortie/Black,Intact Female,Stray,Normal,9,30,2.302585092994046
Dog,Pointer/Australian Cattle Dog,Brown Brindle/White,Spayed Female,Owner Surrender,Normal,129,2920,4.867534450455582
Dog,Pointer/Australian Cattle Dog,Brown Brindle/White,Spayed Female,Owner Surrender,Normal,17,2920,2.8903717578961645
Cat,Domestic Shorthair Mix,Black,Intact Female,Stray,Normal,25,1095,3.258096538021482
Dog,Border Collie,Black/White,Intact Female,Stray,Sick,6,30,1.9459101490553132
Dog,Vizsla Mix,Red,Spayed Female,Owner Surrender,Normal,2,365,1.0986122886681098
Cat,Domestic Shorthair Mix,White/Cream,Intact Male,Stray,Normal,4,60,1.6094379124341003
Cat,Domestic Shorthair,Cream Tabby/White,Intact Female,Stray,Normal,42,30,3.7612001156935624
Dog,Australian Cattle Dog/Australian Shepherd,White/Tricolor,Intact Female,Stray,Nursing,27,28,3.332204510175204
Cat,Domestic Shorthair Mix,Brown Tabby,Intact Female,Owner Surrender,Normal,52,30,3.970291913552122
Dog,Border Collie Mix,Brown/White,Spayed Female,Stray,Normal,16,1825,2.833213344056216
Dog,Pit Bull Mix,Black/White,Intact Female,Stray,Nursing,145,1,4.983606621708336
Dog,Great Pyrenees,White,Intact Male,Stray,Normal,170,730,5.14166355650266
Dog,Chihuahua Shorthair Mix,White/Black,Spayed Female,Stray,Normal,6,2190,1.9459101490553132
Dog,Chihuahua Longhair/Rat Terrier,Red,Intact Male,Owner Surrender,Normal,3,1460,1.3862943611198906
Dog,Chihuahua Longhair/Rat Terrier,Red,Intact Male,Owner Surrender,Normal,25,1460,3.258096538021482
Dog,Chihuahua Longhair/Rat Terrier,Red,Intact Male,Owner Surrender,Normal,66,1460,4.204692619390966
Cat,Domestic Medium Hair Mix,Black,Intact Male,Stray,Normal,27,30,3.332204510175204
Dog,Catahoula Mix,Sable/Tan,Neutered Male,Stray,Normal,4,330,1.6094379124341003
Cat,Domestic Shorthair Mix,Black,Intact Male,Owner Surrender,Normal,4,240,1.6094379124341003
Dog,German Shepherd Mix,Black/Brown,Intact Male,Stray,Normal,7,60,2.0794415416798357
Dog,German Shepherd/Nova Scotia Duck Tolling Retriever,Tan/Black,Neutered Male,Owner Surrender,Normal,19,365,2.995732273553991
Other,Lionhead,Tan,Intact Female,Stray,Normal,4,730,1.6094379124341003
Cat,Ragdoll Mix,Lynx Point,Neutered Male,Owner Surrender,Normal,3,4015,1.3862943611198906
Dog,Labrador Retriever/Pit Bull,Black,Intact Female,Stray,Injured,217,365,5.384495062789089
Dog,Chihuahua Shorthair Mix,Tan,Intact Male,Stray,Normal,285,730,5.655991810819852
Dog,Chihuahua Shorthair Mix,Tan,Intact Male,Stray,Normal,8,730,2.1972245773362196
Cat,Domestic Shorthair Mix,Black,Intact Female,Stray,Normal,29,30,3.4011973816621555
Dog,Staffordshire Mix,Brown Brindle/White,Intact Male,Stray,Normal,64,365,4.174387269895637
Cat,Domestic Medium Hair Mix,Blue/White,Intact Male,Stray,Normal,49,21,3.912023005428146
Cat,Domestic Shorthair Mix,Torbie,Intact Female,Stray,Normal,10,120,2.3978952727983707
Dog,Pit Bull Mix,Yellow Brindle/White,Intact Male,Stray,Normal,38,730,3.6635616461296463
Dog,Pit Bull Mix,Yellow Brindle/White,Intact Male,Stray,Normal,221,730,5.402677381872279
Dog,Miniature Poodle Mix,White,Intact Male,Stray,Normal,16,365,2.833213344056216
Cat,Domestic Shorthair,Brown Tabby/White,Intact Male,Owner Surrender,Normal,51,60,3.9512437185814275
Dog,German Shepherd Mix,Sable,Intact Male,Owner Surrender,Normal,1,60,0.6931471805599453
Dog,German Shepherd Mix,Brown/Black,Intact Male,Stray,Normal,10,240,2.3978952727983707
Cat,Domestic Shorthair Mix,Brown Tabby,Intact Male,Owner Surrender,Normal,90,30,4.51085950651685
Cat,Domestic Shorthair Mix,Brown Tabby/White,Spayed Female,Stray,Normal,5,300,1.791759469228055
Dog,Labrador Retriever/Australian Cattle Dog,Black/White,Intact Male,Stray,Normal,6,330,1.9459101490553132
Cat,Domestic Shorthair,Black,Intact Female,Owner Surrender,Nursing,322,2,5.777652323222656
Dog,Border Collie Mix,Brown/White,Intact Female,Stray,Nursing,9,730,2.302585092994046
Cat,Domestic Shorthair Mix,Brown Tabby,Spayed Female,Owner Surrender,Normal,86,1095,4.465908118654584
Dog,Chihuahua Shorthair,Tan/Black,Intact Male,Stray,Normal,9,730,2.302585092994046
Dog,Chihuahua Shorthair Mix,Tan/White,Intact Female,Stray,Normal,5,180,1.791759469228055
Dog,Australian Cattle Dog/Catahoula,Red/White,Intact Male,Stray,Normal,85,365,4.454347296253507
Dog,Chihuahua Shorthair Mix,Brown/Black,Intact Female,Stray,Normal,11,730,2.4849066497880004
Dog,Chihuahua Shorthair Mix,Brown/Black,Intact Female,Stray,Normal,8,730,2.1972245773362196
Dog,Labrador Retriever/Pointer,Black/White,Intact Male,Stray,Normal,4,120,1.6094379124341003
Cat,Domestic Shorthair,Black/White,Spayed Female,Owner Surrender,Normal,22,4380,3.1354942159291497
Dog,Chihuahua Longhair Mix,Brown/White,Intact Male,Stray,Normal,4,365,1.6094379124341003
Cat,Domestic Shorthair Mix,Black,Intact Male,Stray,Normal,78,0,4.3694478524670215
Cat,Domestic Medium Hair Mix,Orange Tabby,Intact Male,Stray,Normal,51,28,3.9512437185814275
Dog,Welsh Terrier Mix,Tan,Neutered Male,Stray,Normal,9,365,2.302585092994046
Dog,Boxer Mix,Red/White,Intact Female,Stray,Normal,28,28,3.367295829986474
Dog,American Bulldog Mix,White/Brown Brindle,Neutered Male,Owner Surrender,Normal,192,1825,5.262690188904886
Dog,American Bulldog Mix,White/Brown Brindle,Neutered Male,Owner Surrender,Normal,50,1825,3.9318256327243257
Cat,Manx Mix,Calico,Intact Female,Owner Surrender,Normal,9,90,2.302585092994046
Dog,Labrador Retriever Mix,Red,Intact Female,Stray,Normal,11,2190,2.4849066497880004
Dog,Pit Bull/Boston Terrier,Black/White,Intact Male,Stray,Normal,6,365,1.9459101490553132
Cat,Domestic Shorthair Mix,Brown Tabby,Intact Male,Stray,Normal,33,21,3.5263605246161616
Dog,Mastiff,Tan,Intact Female,Owner Surrender,Normal,26,1460,3.295836866004329
Cat,Domestic Shorthair Mix,Black,Neutered Male,Public Assist,Normal,50,365,3.9318256327243257
Cat,Domestic Shorthair Mix,Black,Intact Female,Stray,Normal,49,21,3.912023005428146
Cat,Domestic Shorthair Mix,Black Tabby,Intact Male,Owner Surrender,Normal,49,730,3.912023005428146
Dog,Australian Cattle Dog Mix,Blue Merle,Intact Male,Owner Surrender,Normal,7,120,2.0794415416798357
Dog,German Shepherd/Collie Smooth,Brown/White,Spayed Female,Owner Surrender,Normal,3,730,1.3862943611198906
Dog,Chihuahua Shorthair Mix,Tan,Neutered Male,Owner Surrender,Normal,92,3285,4.532599493153256
Dog,Chihuahua Shorthair Mix,Tan,Neutered Male,Owner Surrender,Normal,28,3285,3.367295829986474
Dog,Border Collie/Chow Chow,Black/White,Intact Male,Stray,Normal,59,330,4.0943445622221
Dog,Beagle Mix,Red/White,Neutered Male,Stray,Normal,4,2190,1.6094379124341003
Dog,Pit Bull,Brown Brindle/White,Neutered Male,Owner Surrender,Normal,164,2555,5.10594547390058
Cat,Domestic Shorthair Mix,Black/White,Intact Female,Owner Surrender,Normal,57,240,4.060443010546419
Dog,Maltese Mix,White,Neutered Male,Owner Surrender,Normal,11,3285,2.4849066497880004
Dog,Alaskan Husky Mix,White,Intact Female,Stray,Normal,5,365,1.791759469228055
Dog,Pit Bull Mix,Black Brindle/White,Intact Male,Stray,Normal,12,270,2.5649493574615367
Dog,American Pit Bull Terrier Mix,Brown/White,Intact Female,Owner Surrender,Normal,76,3,4.343805421853684
Dog,Pit Bull Mix,Blue/White,Neutered Male,Owner Surrender,Normal,16,730,2.833213344056216
Dog,Pit Bull Mix,Blue/White,Neutered Male,Owner Surrender,Normal,2,730,1.0986122886681098
Dog,Australian Cattle Dog Mix,Blue Merle,Neutered Male,Owner Surrender,Normal,1,365,0.6931471805599453
Cat,American Shorthair Mix,Brown Tabby,Neutered Male,Stray,Normal,79,0,4.382026634673881
Dog,American Foxhound Mix,Tricolor,Intact Male,Stray,Normal,4,60,1.6094379124341003
Dog,Pit Bull Mix,Tan/White,Intact Male,Stray,Normal,151,1095,5.0238805208462765
Dog,Miniature Poodle,Gray,Intact Female,Stray,Normal,9,2555,2.302585092994046
Dog,Chihuahua Shorthair Mix,Tan,Neutered Male,Owner Surrender,Normal,48,1095,3.8918202981106265
Cat,Domestic Shorthair Mix,Brown Tabby/White,Intact Male,Stray,Normal,57,28,4.060443010546419
Cat,Domestic Shorthair Mix,Brown Tabby,Intact Female,Owner Surrender,Normal,4,30,1.6094379124341003
Dog,Pit Bull Mix,Blue/White,Intact Male,Stray,Normal,72,1460,4.290459441148391
Dog,Pit Bull Mix,White/Brown Brindle,Spayed Female,Stray,Normal,26,730,3.295836866004329
Cat,Domestic Shorthair,Orange Tabby,Intact Male,Stray,Normal,6,730,1.9459101490553132
Other,Guinea Pig,Brown/Black,Intact Male,Owner Surrender,Normal,7,365,2.0794415416798357
Dog,Pit Bull Mix,Black/White,Intact Female,Stray,Normal,45,730,3.828641396489095
Cat,Domestic Medium Hair Mix,Black/White,Intact Female,Owner Surrender,Normal,11,270,2.4849066497880004
Cat,Domestic Shorthair Mix,Brown Tabby,Intact Male,Stray,Normal,5,365,1.791759469228055
Dog,Wire Hair Fox Terrier,Black/White,Intact Male,Stray,Normal,7,1460,2.0794415416798357
Dog,English Coonhound Mix,Tricolor/Brown,Intact Female,Stray,Normal,3,30,1.3862943611198906
Dog,Chihuahua Shorthair Mix,Black,Intact Female,Stray,Normal,16,730,2.833213344056216
Cat,Snowshoe Mix,Lynx Point,Intact Male,Owner Surrender,Normal,5,30,1.791759469228055
Dog,Chihuahua Shorthair,Chocolate,Intact Female,Stray,Normal,6,30,1.9459101490553132
Dog,Catahoula Mix,White/Tan,Intact Male,Stray,Normal,5,30,1.791759469228055
Dog,Boston Terrier Mix,Black Brindle/White,Spayed Female,Public Assist,Normal,38,730,3.6635616461296463
Cat,Domestic Shorthair Mix,Brown Tabby/White,Intact Female,Stray,Normal,38,28,3.6635616461296463
Dog,Whippet Mix,White/Brown Brindle,Intact Female,Stray,Normal,3,180,1.3862943611198906
Cat,Domestic Shorthair,Blue,Intact Female,Stray,Normal,5,60,1.791759469228055
Dog,Papillon/Pembroke Welsh Corgi,Tan/White,Intact Male,Owner Surrender,Normal,35,210,3.58351893845611
Dog,Labrador Retriever Mix,Black,Intact Male,Stray,Normal,6,60,1.9459101490553132
Dog,Pit Bull Mix,Brown Brindle/White,Neutered Male,Owner Surrender,Normal,173,4015,5.159055299214529
Cat,Domestic Shorthair Mix,Calico,Spayed Female,Owner Surrender,Normal,153,5110,5.0369526024136295
Dog,American Bulldog Mix,Brown Brindle/White,Intact Male,Stray,Normal,72,365,4.290459441148391
Dog,Labrador Retriever Mix,Black,Intact Female,Stray,Normal,10,30,2.3978952727983707
Dog,Labrador Retriever Mix,Yellow,Neutered Male,Public Assist,Normal,19,1095,2.995732273553991
Dog,Pit Bull,Brown/White,Intact Female,Stray,Normal,30,730,3.4339872044851463
Cat,Domestic Shorthair,Brown Tabby/White,Intact Male,Stray,Normal,33,28,3.5263605246161616
Cat,Domestic Shorthair Mix,Black,Intact Female,Owner Surrender,Normal,55,730,4.02535169073515
Other,Ferret,Gray,Unknown,Stray,Normal,7,365,2.0794415416798357
Cat,Domestic Shorthair Mix,Black,Intact Female,Stray,Normal,107,28,4.68213122712422
Dog,Bulldog Mix,White/Black,Intact Female,Owner Surrender,Normal,45,1460,3.828641396489095
Dog,Australian Shepherd Mix,Chocolate/White,Intact Female,Stray,Normal,4,30,1.6094379124341003
Dog,Basenji/Pit Bull,Tan/White,Neutered Male,Owner Surrender,Normal,128,730,4.859812404361672
Dog,Basenji/Pit Bull,Tan/White,Neutered Male,Owner Surrender,Normal,7,730,2.0794415416798357
Cat,Domestic Longhair Mix,Black,Intact Male,Stray,Normal,14,60,2.70805020110221
Dog,Catahoula/Whippet,Blue Merle/White,Intact Female,Stray,Normal,4,180,1.6094379124341003
Dog,Catahoula/Whippet,Blue Merle/White,Intact Female,Stray,Normal,44,180,3.8066624897703196
Cat,Domestic Shorthair Mix,Brown Tabby/White,Intact Male,Owner Surrender,Normal,29,30,3.4011973816621555
Dog,Siberian Husky,Black/White,Neutered Male,Stray,Normal,3,365,1.3862943611198906
Dog,Toy Poodle Mix,Black/White,Intact Female,Owner Surrender,Normal,3,365,1.3862943611198906
Cat,Domestic Shorthair,Orange Tabby,Intact Male,Owner Surrender,Normal,2,30,1.0986122886681098
Dog,Chihuahua Shorthair Mix,Brown,Intact Female,Stray,Normal,8,1095,2.1972245773362196
Cat,Domestic Shorthair Mix,Tortie,Intact Female,Stray,Normal,39,30,3.6888794541139363
Dog,Border Collie Mix,Sable/White,Intact Male,Owner Surrender,Nursing,54,28,4.007333185232471
Dog,Miniature Poodle Mix,White/Tan,Intact Male,Stray,Normal,4,1460,1.6094379124341003
Dog,Australian Shepherd Mix,Black/Brown,Spayed Female,Stray,Normal,5,365,1.791759469228055
Dog,Great Pyrenees,White,Intact Male,Stray,Normal,97,1825,4.584967478670572
Cat,Domestic Longhair Mix,Brown Tabby,Neutered Male,Owner Surrender,Normal,47,1825,3.871201010907891
Dog,Doberman Pinsch,Black/Brown,Spayed Female,Stray,Normal,7,1095,2.0794415416798357
Dog,Chihuahua Shorthair Mix,Black/Tan,Spayed Female,Owner Surrender,Normal,32,1460,3.4965075614664802
Cat,Siamese Mix,Blue Point,Spayed Female,Owner Surrender,Normal,7,2555,2.0794415416798357
Dog,Pharaoh Hound/Black Mouth Cur,Tan/Black,Neutered Male,Owner Surrender,Normal,43,365,3.784189633918261
Cat,Domestic Shorthair Mix,Calico,Intact Female,Owner Surrender,Normal,2,30,1.0986122886681098
Cat,Domestic Shorthair Mix,Blue Tabby/White,Intact Female,Stray,Normal,50,30,3.9318256327243257
Dog,Siberian Husky,White/Brown,Neutered Male,Stray,Normal,24,330,3.2188758248682006
Dog,Jack Russell Terrier Mix,White/Tan,Intact Male,Stray,Injured,11,365,2.4849066497880004
Dog,Golden Retriever Mix,Brown,Intact Female,Owner Surrender,Normal,22,28,3.1354942159291497
Dog,Schnauzer Giant Mix,Sable/White,Neutered Male,Stray,Normal,4,120,1.6094379124341003
Dog,Pit Bull Mix,Blue,Intact Female,Stray,Normal,10,730,2.3978952727983707
Cat,Domestic Longhair,Brown Tabby,Intact Female,Owner Surrender,Normal,6,90,1.9459101490553132
Dog,Golden Retriever/Chow Chow,Red/Black,Intact Male,Stray,Normal,4,730,1.6094379124341003
Dog,Chihuahua Shorthair Mix,Brown/White,Intact Female,Stray,Normal,6,2920,1.9459101490553132
Dog,Pit Bull Mix,White,Intact Male,Stray,Normal,40,730,3.713572066704308
Cat,Domestic Shorthair Mix,White/Cream Tabby,Intact Male,Public Assist,Normal,36,90,3.6109179126442243
Dog,Rat Terrier Mix,White/Brown,Intact Male,Stray,Normal,4,730,1.6094379124341003
Cat,Domestic Shorthair Mix,Black/White,Intact Female,Owner Surrender,Normal,36,30,3.6109179126442243
Dog,Golden Retriever Mix,Red,Intact Female,Stray,Normal,8,120,2.1972245773362196
Cat,Domestic Shorthair Mix,Tortie,Intact Female,Stray,Injured,40,30,3.713572066704308
Dog,Plott Hound Mix,White/Black,Intact Male,Stray,Normal,157,730,5.062595033026967
Dog,Siberian Husky Mix,White,Intact Female,Stray,Normal,6,365,1.9459101490553132
Dog,Australian Cattle Dog Mix,White/Tan,Spayed Female,Stray,Normal,8,730,2.1972245773362196
Dog,Pug/Chihuahua Shorthair,Red,Intact Female,Public Assist,Normal,156,730,5.056245805348308
Cat,Domestic Shorthair,Calico,Intact Female,Stray,Normal,25,365,3.258096538021482
Dog,Pit Bull Mix,Red/White,Intact Female,Stray,Normal,54,1460,4.007333185232471
Dog,Plott Hound Mix,Black Brindle/White,Intact Male,Stray,Injured,72,1095,4.290459441148391
Dog,Pit Bull Mix,Black/White,Intact Female,Stray,Normal,9,240,2.302585092994046
Dog,Pit Bull Mix,Brown Brindle,Intact Female,Owner Surrender,Normal,86,365,4.465908118654584
Dog,Labrador Retriever/Basenji,Brown/White,Intact Male,Stray,Normal,49,730,3.912023005428146
Cat,Domestic Shorthair Mix,Gray Tabby/White,Intact Male,Stray,Normal,7,30,2.0794415416798357
Dog,Pit Bull Mix,Brown/White,Intact Female,Stray,Normal,4,30,1.6094379124341003
Dog,Pit Bull Mix,Brown Brindle/White,Neutered Male,Owner Surrender,Normal,17,365,2.8903717578961645
Cat,Domestic Shorthair Mix,Orange Tabby,Intact Female,Stray,Normal,44,21,3.8066624897703196
Cat,Domestic Medium Hair Mix,Orange Tabby,Intact Male,Stray,Normal,38,35,3.6635616461296463
Dog,Carolina Dog Mix,Red,Intact Female,Stray,Normal,5,30,1.791759469228055
Dog,Border Collie Mix,Black/White,Intact Female,Stray,Normal,97,365,4.584967478670572
Cat,Domestic Shorthair Mix,Black/White,Intact Male,Stray,Normal,4,90,1.6094379124341003
Dog,Border Collie,White/Black,Intact Female,Stray,Normal,3,60,1.3862943611198906
Dog,Australian Shepherd Mix,Tan/White,Intact Female,Abandoned,Normal,64,1460,4.174387269895637
Cat,Domestic Medium Hair Mix,Black,Intact Female,Stray,Normal,36,21,3.6109179126442243
Dog,Collie Smooth Mix,Tan/Fawn,Intact Female,Stray,Normal,5,30,1.791759469228055
Dog,Pit Bull Mix,White/Brown,Neutered Male,Stray,Normal,118,1460,4.77912349311153
Dog,Pit Bull Mix,White/Brown,Neutered Male,Stray,Normal,34,1460,3.5553480614894135
Dog,Pit Bull Mix,White/Brown,Neutered Male,Stray,Normal,43,1460,3.784189633918261
Cat,Domestic Shorthair Mix,Black/White,Intact Female,Stray,Normal,31,60,3.4657359027997265
Cat,Domestic Shorthair Mix,Black,Intact Male,Stray,Normal,4,365,1.6094379124341003
Dog,Dachshund Wirehair/Chihuahua Shorthair,Tricolor,Intact Male,Stray,Normal,4,730,1.6094379124341003
Dog,Pit Bull Mix,Blue/White,Intact Male,Stray,Normal,41,730,3.7376696182833684
Cat,Domestic Shorthair Mix,Black/White,Intact Male,Stray,Normal,20,30,3.044522437723423
Dog,Anatol Shepherd Mix,White/Tan,Neutered Male,Stray,Normal,3,300,1.3862943611198906
Dog,Chihuahua Shorthair/Dachshund,Black/White,Intact Male,Stray,Normal,6,365,1.9459101490553132
Dog,German Shepherd Mix,Buff/Black,Intact Male,Stray,Normal,6,150,1.9459101490553132
Cat,Domestic Shorthair Mix,Black Tabby,Intact Female,Stray,Normal,68,30,4.23410650459726
Cat,Domestic Shorthair Mix,Black Tabby,Intact Female,Stray,Normal,62,30,4.143134726391533
Dog,Jack Russell Terrier/Beagle,Brown/White,Intact Male,Stray,Injured,17,730,2.8903717578961645
Cat,Siamese Mix,Seal Point,Intact Female,Stray,Normal,3,30,1.3862943611198906
Dog,Labrador Retriever Mix,Brown/White,Neutered Male,Owner Surrender,Normal,93,365,4.543294782270004
Dog,Labrador Retriever Mix,Brown/White,Neutered Male,Owner Surrender,Normal,114,365,4.74493212836325
Cat,Domestic Shorthair Mix,Black,Spayed Female,Owner Surrender,Normal,83,2920,4.430816798843313
Dog,Labrador Retriever Mix,Brown Brindle/White,Intact Female,Stray,Normal,5,30,1.791759469228055
Cat,Domestic Shorthair,Blue Tabby/White,Intact Female,Stray,Normal,7,120,2.0794415416798357
Cat,Domestic Shorthair Mix,Brown Tabby,Neutered Male,Stray,Normal,35,30,3.58351893845611
Cat,Domestic Shorthair Mix,Blue/White,Intact Female,Owner Surrender,Normal,21,30,3.091042453358316
Dog,German Shepherd Mix,Tan/Black,Intact Female,Stray,Normal,46,240,3.8501476017100584
Dog,German Shepherd Mix,Tan/Black,Intact Female,Stray,Normal,200,240,5.303304908059076
Dog,German Shepherd Mix,Tan/Black,Intact Female,Stray,Normal,28,240,3.367295829986474
Cat,Domestic Shorthair Mix,Tortie,Spayed Female,Owner Surrender,Normal,111,1460,4.718498871295094
Dog,Boxer/Pit Bull,Brown Brindle/White,Spayed Female,Owner Surrender,Normal,131,330,4.882801922586371
Dog,Pit Bull Mix,Black/White,Neutered Male,Owner Surrender,Normal,17,1825,2.8903717578961645
Dog,Labrador Retriever Mix,Black,Neutered Male,Owner Surrender,Normal,111,2920,4.718498871295094
Dog,Australian Shepherd,Tan/White,Intact Female,Stray,Normal,7,1095,2.0794415416798357
Dog,Pit Bull,Blue/White,Intact Male,Stray,Normal,46,730,3.8501476017100584
Cat,Siamese Mix,Blue Point,Neutered Male,Stray,Normal,4,90,1.6094379124341003
Dog,Bichon Frise Mix,White,Intact Male,Stray,Normal,4,365,1.6094379124341003
Dog,Chihuahua Shorthair Mix,Black/Brown,Intact Male,Stray,Normal,4,120,1.6094379124341003
Dog,Boxer/Greyhound,Brown Brindle,Spayed Female,Owner Surrender,Normal,2,730,1.0986122886681098
Cat,Domestic Shorthair Mix,Cream Tabby,Neutered Male,Owner Surrender,Normal,15,3285,2.772588722239781
Cat,Domestic Shorthair Mix,Torbie,Intact Female,Stray,Normal,53,30,3.9889840465642745
Cat,Domestic Medium Hair Mix,Lynx Point/White,Intact Female,Stray,Normal,5,30,1.791759469228055
Cat,Domestic Shorthair Mix,Orange Tabby,Neutered Male,Owner Surrender,Normal,163,2555,5.099866427824199
Dog,Australian Cattle Dog Mix,White/Black,Neutered Male,Public Assist,Normal,33,2555,3.5263605246161616
