AnimalType,Color,Sex,IntakeType,IntakeCondition,TimeInShelterDays,AgeInDays,TimeInShelterDays_log,AgeGroup,breed_type,Breed_grouped,Color_grouped
Dog,Black/Tan,Spayed Female,Owner Surrender,Normal,2,150,1.0986122886681098,Cachorro (<6m),mix,Other,Tricolor
Dog,Blue,Spayed Female,Owner Surrender,Normal,154,1095,5.043425116919247,Adulto joven (1-3a),purebred,Pit Bull,Bicolor
Cat,Blue,Intact Male,Stray,Normal,30,28,3.4339872044851463,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Cat,Brown Tabby,Intact Male,Stray,Normal,47,21,3.871201010907891,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Dog,Tan/White,Intact Male,Public Assist,Normal,26,730,3.295836866004329,Adulto joven (1-3a),purebred,Chihuahua Shorthair,Monocolor
Dog,Brown/Black,Neutered Male,Owner Surrender,Normal,13,1460,2.6390573296152584,Adulto (3-7a),purebred,German Shepherd,Monocolor
Cat,Brown Tabby,Intact Male,Stray,Normal,9,30,2.302585092994046,Cachorro (<6m),purebred,Domestic Shorthair Mix,Monocolor
Dog,Black,Intact Male,Stray,Normal,4,330,1.6094379124341005,Joven (6m-1a),mix,Other,Bicolor
Cat,Brown Tabby,Intact Male,Owner Surrender,Normal,50,28,3.9318256327243257,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Cat,Orange Tabby,Intact Male,Stray,Normal,73,150,4.30406509320417,Cachorro (<6m),purebred,Domestic Longhair Mix,Monocolor
Dog,Blue/White,Neutered Male,Stray,Normal,8,730,2.19722457733622,Adulto joven (1-3a),mix,Other,Bicolor
Dog,Brown Brindle/White,Intact Male,Stray,Normal,9,1460,2.302585092994046,Adulto (3-7a),purebred,Other,Monocolor
Dog,White/Brown,Spayed Female,Owner Surrender,Normal,2,365,1.0986122886681098,Joven (6m-1a),mix,Labrador Retriever Mix,Bicolor
Cat,Black,Intact Female,Stray,Normal,84,21,4.442651256490317,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Dog,Cream/White,Intact Male,Stray,Normal,87,150,4.477336814478207,Cachorro (<6m),purebred,Other,Bicolor
Cat,Black/White,Intact Female,Stray,Normal,175,30,5.170483995038151,Cachorro (<6m),purebred,Domestic Shorthair Mix,Monocolor
Dog,Black,Intact Male,Owner Surrender,Normal,2,60,1.0986122886681098,Cachorro (<6m),mix,Labrador Retriever Mix,Bicolor
Dog,Black/White,Intact Female,Stray,Normal,59,30,4.0943445622221,Cachorro (<6m),mix,Labrador Retriever Mix,Monocolor
Dog,Black/White,Intact Female,Stray,Normal,12,30,2.5649493574615367,Cachorro (<6m),mix,Labrador Retriever Mix,Bicolor
Cat,Black/White,Intact Male,Stray,Normal,39,21,3.688879454113936,Cachorro (<6m),purebred,Domestic Shorthair Mix,Tricolor
Cat,Black,Intact Female,Stray,Normal,28,90,3.367295829986474,Cachorro (<6m),purebred,Domestic Shorthair Mix,Tricolor
Cat,Brown Tabby/White,Intact Male,Stray,Injured,22,730,3.1354942159291497,Adulto joven (1-3a),purebred,Domestic Medium Hair,Monocolor
Dog,Tricolor,Intact Female,Stray,Normal,7,60,2.079441541679836,Cachorro (<6m),purebred,Other,Monocolor
Dog,Black/Tricolor,Intact Female,Stray,Normal,4,60,1.6094379124341005,Cachorro (<6m),mix,Other,Monocolor
Cat,Black,Intact Male,Stray,Normal,342,28,5.83773044716594,Cachorro (<6m),purebred,Domestic Longhair Mix,Bicolor
Dog,White,Neutered Male,Stray,Normal,19,240,2.995732273553991,Joven (6m-1a),mix,Other,Bicolor
Cat,Calico/Tricolor,Intact Female,Stray,Normal,28,28,3.367295829986474,Cachorro (<6m),purebred,Domestic Shorthair,Monocolor
Dog,Black/White,Intact Female,Owner Surrender,Normal,3,90,1.3862943611198906,Cachorro (<6m),mix,Other,Bicolor
Dog,Brown/Black,Intact Female,Stray,Normal,5,365,1.791759469228055,Joven (6m-1a),purebred,Other,Monocolor
Dog,Chocolate/White,Intact Male,Stray,Normal,35,210,3.58351893845611,Joven (6m-1a),purebred,Other,Tricolor
Cat,Brown Tabby,Intact Female,Owner Surrender,Normal,61,7,4.127134385045092,Cachorro (<6m),purebred,Domestic Shorthair Mix,Tricolor
Dog,Tan/Black,Spayed Female,Stray,Normal,10,330,2.3978952727983707,Joven (6m-1a),mix,Other,Bicolor
Dog,Fawn/White,Intact Male,Stray,Normal,18,730,2.9444389791664403,Adulto joven (1-3a),mix,Pit Bull Mix,Bicolor
Dog,Black/White,Spayed Female,Stray,Normal,6,4380,1.9459101490553128,Senior (>7a),mix,Border Collie Mix,Monocolor
Dog,Tan,Neutered Male,Owner Surrender,Normal,24,300,3.218875824868201,Joven (6m-1a),mix,Chihuahua Shorthair Mix,Monocolor
Dog,Black/Tan,Intact Male,Stray,Normal,5,240,1.791759469228055,Joven (6m-1a),mix,German Shepherd Mix,Monocolor
Cat,Tortie Point,Intact Female,Stray,Normal,36,30,3.610917912644224,Cachorro (<6m),mix,Siamese Mix,Monocolor
Cat,Brown Tabby,Intact Female,Stray,Normal,102,5,4.634728988229636,Cachorro (<6m),purebred,Domestic Shorthair Mix,Monocolor
Cat,Cream Tabby,Intact Male,Stray,Normal,4,365,1.6094379124341005,Joven (6m-1a),purebred,Domestic Shorthair Mix,Bicolor
Cat,Black/White,Intact Male,Owner Surrender,Normal,84,28,4.442651256490317,Cachorro (<6m),purebred,Domestic Shorthair Mix,Monocolor
Cat,Blue,Intact Female,Owner Surrender,Normal,66,730,4.204692619390966,Adulto joven (1-3a),purebred,Domestic Medium Hair Mix,Monocolor
Dog,White,Intact Male,Stray,Normal,54,365,4.007333185232471,Joven (6m-1a),purebred,Other,Bicolor
Cat,Brown Tabby,Intact Male,Stray,Normal,4,150,1.6094379124341005,Cachorro (<6m),purebred,Domestic Shorthair,Bicolor
Dog,Brown Brindle,Intact Female,Stray,Normal,39,150,3.688879454113936,Cachorro (<6m),mix,Other,Bicolor
Dog,Tricolor,Intact Female,Stray,Normal,97,365,4.584967478670572,Joven (6m-1a),mix,Beagle Mix,Bicolor
Dog,Tricolor,Intact Male,Stray,Normal,6,60,1.9459101490553128,Cachorro (<6m),purebred,Other,Monocolor
Dog,Brown Brindle/White,Intact Female,Owner Surrender,Normal,3,120,1.3862943611198906,Cachorro (<6m),mix,Pit Bull Mix,Monocolor
Dog,Brown Brindle/White,Intact Female,Owner Surrender,Normal,29,120,3.4011973816621555,Cachorro (<6m),mix,Pit Bull Mix,Bicolor
Cat,Brown Tabby,Intact Female,Stray,Normal,7,6,2.079441541679836,Cachorro (<6m),purebred,Domestic Shorthair,Bicolor
Dog,Tricolor,Intact Female,Stray,Normal,5,270,1.791759469228055,Joven (6m-1a),mix,Australian Shepherd Mix,Bicolor
Dog,White/Tricolor,Intact Male,Stray,Normal,4,60,1.6094379124341005,Cachorro (<6m),purebred,Other,Monocolor
Dog,White/Tan,Neutered Male,Owner Surrender,Normal,4,2555,1.6094379124341005,Adulto (3-7a),mix,Beagle Mix,Monocolor
Dog,Tricolor,Neutered Male,Stray,Normal,6,1095,1.9459101490553128,Adulto joven (1-3a),purebred,Other,Monocolor
Cat,Blue Tabby/White,Intact Male,Stray,Normal,21,60,3.091042453358316,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Cat,Seal Point/White,Intact Female,Stray,Normal,4,30,1.6094379124341005,Cachorro (<6m),purebred,Domestic Medium Hair Mix,Bicolor
Cat,Seal Point/White,Intact Female,Stray,Normal,5,30,1.791759469228055,Cachorro (<6m),purebred,Domestic Medium Hair Mix,Monocolor
Dog,White/Brown,Spayed Female,Stray,Normal,18,365,2.9444389791664403,Joven (6m-1a),purebred,Other,Monocolor
Dog,Blue/White,Neutered Male,Stray,Nursing,55,730,4.02535169073515,Adulto joven (1-3a),mix,Pit Bull Mix,Monocolor
Dog,White/Brown,Intact Female,Stray,Normal,5,5475,1.791759469228055,Senior (>7a),mix,Chihuahua Shorthair Mix,Bicolor
Dog,Brown/White,Intact Female,Stray,Normal,74,3,4.31748811353631,Cachorro (<6m),mix,Other,Bicolor
Dog,Black/Tan,Intact Male,Stray,Normal,5,730,1.791759469228055,Adulto joven (1-3a),mix,Chihuahua Shorthair Mix,Monocolor
Cat,Brown Tabby/White,Intact Female,Stray,Normal,76,0,4.343805421853684,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Dog,Black/Brown Brindle,Intact Male,Stray,Normal,6,210,1.9459101490553128,Joven (6m-1a),purebred,Other,Bicolor
Dog,Black/White,Intact Female,Stray,Normal,4,90,1.6094379124341005,Cachorro (<6m),mix,Labrador Retriever Mix,Monocolor
Dog,Black/White,Intact Female,Stray,Normal,14,365,2.70805020110221,Joven (6m-1a),mix,Other,Bicolor
Dog,White/Tan,Intact Female,Stray,Normal,51,730,3.951243718581428,Adulto joven (1-3a),mix,Pit Bull Mix,Bicolor
Cat,Orange Tabby,Intact Male,Owner Surrender,Normal,5,30,1.791759469228055,Cachorro (<6m),purebred,Domestic Shorthair Mix,Monocolor
Dog,Black,Spayed Female,Owner Surrender,Normal,2,730,1.0986122886681098,Adulto joven (1-3a),mix,Labrador Retriever Mix,Bicolor
Cat,Orange Tabby/White,Intact Female,Stray,Normal,4,90,1.6094379124341005,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Dog,Tan/White,Intact Male,Stray,Normal,7,365,2.079441541679836,Joven (6m-1a),mix,Other,Bicolor
Cat,Black,Neutered Male,Owner Surrender,Normal,14,2555,2.70805020110221,Adulto (3-7a),purebred,Domestic Shorthair Mix,Bicolor
Dog,Black/Tan,Spayed Female,Stray,Normal,225,1095,5.420534999272286,Adulto joven (1-3a),mix,German Shepherd Mix,Bicolor
Dog,White,Intact Female,Stray,Normal,40,90,3.713572066704308,Cachorro (<6m),purebred,Other,Bicolor
Cat,Blue Tabby/White,Intact Male,Stray,Normal,40,30,3.713572066704308,Cachorro (<6m),purebred,Domestic Shorthair,Bicolor
Cat,Black/White,Intact Male,Stray,Nursing,64,21,4.174387269895637,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Dog,Tan,Intact Female,Stray,Normal,14,240,2.70805020110221,Joven (6m-1a),mix,Labrador Retriever Mix,Monocolor
Dog,Tan,Intact Female,Stray,Normal,20,240,3.044522437723423,Joven (6m-1a),mix,Labrador Retriever Mix,Monocolor
Cat,Brown Tabby,Intact Female,Owner Surrender,Normal,27,90,3.332204510175204,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Dog,White/Black,Intact Female,Stray,Normal,4,365,1.6094379124341005,Joven (6m-1a),mix,Australian Cattle Dog Mix,Monocolor
Dog,Brown Brindle/White,Intact Female,Owner Surrender,Normal,3,60,1.3862943611198906,Cachorro (<6m),mix,Other,Bicolor
Dog,Brown Merle/White,Intact Male,Stray,Normal,5,60,1.791759469228055,Cachorro (<6m),purebred,Other,Bicolor
Dog,Red,Intact Female,Owner Surrender,Normal,3,60,1.3862943611198906,Cachorro (<6m),purebred,Other,Monocolor
Dog,Black/White,Intact Female,Stray,Normal,5,90,1.791759469228055,Cachorro (<6m),mix,Other,Monocolor
Dog,Black,Intact Female,Stray,Nursing,52,7,3.970291913552122,Cachorro (<6m),purebred,Other,Bicolor
Dog,Tan,Intact Male,Stray,Normal,4,30,1.6094379124341005,Cachorro (<6m),purebred,Other,Monocolor
Dog,Black,Intact Male,Stray,Normal,4,730,1.6094379124341005,Adulto joven (1-3a),mix,Other,Bicolor
Cat,Blue Tabby,Intact Female,Stray,Normal,49,30,3.912023005428146,Cachorro (<6m),purebred,Domestic Medium Hair,Monocolor
Dog,Brown/White,Intact Female,Stray,Normal,68,730,4.23410650459726,Adulto joven (1-3a),mix,Pit Bull Mix,Monocolor
Dog,Red/White,Intact Male,Owner Surrender,Normal,314,1460,5.752572638825633,Adulto (3-7a),purebred,Other,Bicolor
Dog,Blue/Tan,Intact Male,Stray,Normal,165,2555,5.111987788356544,Adulto (3-7a),purebred,Other,Bicolor
Dog,Blue/Tan,Intact Male,Stray,Normal,127,2555,4.852030263919617,Adulto (3-7a),purebred,Other,Monocolor
Dog,Blue/Tan,Intact Male,Stray,Normal,7,2555,2.079441541679836,Adulto (3-7a),purebred,Other,Bicolor
Dog,White/Fawn,Intact Female,Stray,Normal,5,365,1.791759469228055,Joven (6m-1a),purebred,Pit Bull,Bicolor
Dog,Black/Brown,Intact Male,Stray,Normal,5,120,1.791759469228055,Cachorro (<6m),mix,Other,Bicolor
Dog,Black/White,Intact Female,Stray,Normal,3,730,1.3862943611198906,Adulto joven (1-3a),mix,Border Collie Mix,Bicolor
Dog,Black/Brown,Neutered Male,Owner Surrender,Normal,3,1825,1.3862943611198906,Adulto (3-7a),purebred,Other,Bicolor
Dog,White,Spayed Female,Stray,Normal,4,730,1.6094379124341005,Adulto joven (1-3a),mix,Labrador Retriever Mix,Bicolor
Dog,Red/Black,Neutered Male,Stray,Normal,7,1095,2.079441541679836,Adulto joven (1-3a),mix,German Shepherd Mix,Monocolor
Dog,Chocolate,Spayed Female,Owner Surrender,Normal,79,2920,4.382026634673881,Senior (>7a),purebred,Other,Bicolor
Dog,White/Tan,Intact Male,Public Assist,Normal,31,365,3.4657359027997265,Joven (6m-1a),mix,Pit Bull Mix,Bicolor
Cat,Calico,Spayed Female,Owner Surrender,Normal,13,365,2.6390573296152584,Joven (6m-1a),purebred,Domestic Shorthair Mix,Monocolor
Dog,Buff/White,Intact Female,Owner Surrender,Normal,4,365,1.6094379124341005,Joven (6m-1a),mix,Labrador Retriever Mix,Bicolor
Dog,White/Black,Intact Female,Stray,Normal,4,90,1.6094379124341005,Cachorro (<6m),purebred,Other,Bicolor
Dog,Black/Tan,Spayed Female,Owner Surrender,Normal,4,2555,1.6094379124341005,Adulto (3-7a),purebred,Other,Bicolor
Dog,Black,Spayed Female,Public Assist,Normal,331,730,5.805134968916488,Adulto joven (1-3a),mix,Labrador Retriever Mix,Bicolor
Dog,Brown/White,Intact Male,Stray,Normal,89,180,4.499809670330265,Cachorro (<6m),mix,Australian Shepherd Mix,Monocolor
Dog,Black/White,Neutered Male,Stray,Normal,47,1460,3.871201010907891,Adulto (3-7a),mix,Chihuahua Shorthair Mix,Bicolor
Cat,Black,Intact Female,Stray,Normal,89,365,4.499809670330265,Joven (6m-1a),purebred,Domestic Shorthair Mix,Monocolor
Dog,Black/White,Intact Female,Stray,Normal,84,730,4.442651256490317,Adulto joven (1-3a),purebred,Other,Monocolor
Cat,Tortie,Intact Female,Stray,Normal,54,0,4.007333185232471,Cachorro (<6m),purebred,Domestic Shorthair Mix,Monocolor
Dog,Brown,Intact Male,Stray,Normal,30,730,3.4339872044851463,Adulto joven (1-3a),mix,Labrador Retriever Mix,Bicolor
Cat,Silver Tabby/White,Intact Female,Stray,Normal,111,1095,4.718498871295094,Adulto joven (1-3a),purebred,Domestic Shorthair Mix,Bicolor
Dog,Tricolor,Neutered Male,Owner Surrender,Normal,25,1095,3.258096538021482,Adulto joven (1-3a),mix,Pit Bull Mix,Monocolor
Cat,Black/White,Intact Male,Owner Surrender,Normal,16,180,2.833213344056216,Cachorro (<6m),purebred,Domestic Shorthair Mix,Monocolor
Dog,Brown/Black,Intact Female,Owner Surrender,Normal,67,365,4.219507705176107,Joven (6m-1a),mix,German Shepherd Mix,Monocolor
Dog,Fawn,Intact Female,Stray,Normal,4,210,1.6094379124341005,Joven (6m-1a),mix,Chihuahua Shorthair Mix,Bicolor
Dog,Tan/White,Intact Male,Stray,Normal,4,365,1.6094379124341005,Joven (6m-1a),purebred,Other,Monocolor
Cat,Brown Tabby,Intact Female,Stray,Normal,61,6,4.127134385045092,Cachorro (<6m),purebred,Domestic Shorthair,Bicolor
Dog,Brown,Spayed Female,Stray,Normal,14,2920,2.70805020110221,Senior (>7a),mix,Pit Bull Mix,Monocolor
Cat,Tortie,Intact Female,Stray,Normal,29,28,3.4011973816621555,Cachorro (<6m),purebred,Domestic Medium Hair,Monocolor
Dog,Sable,Intact Male,Stray,Normal,33,1095,3.5263605246161616,Adulto joven (1-3a),mix,German Shepherd Mix,Monocolor
Dog,Sable,Intact Male,Stray,Normal,13,1095,2.6390573296152584,Adulto joven (1-3a),mix,German Shepherd Mix,Bicolor
Dog,Black/White,Intact Male,Stray,Normal,124,365,4.8283137373023015,Joven (6m-1a),mix,Pit Bull Mix,Monocolor
Cat,Black/White,Neutered Male,Owner Surrender,Normal,4,365,1.6094379124341005,Joven (6m-1a),purebred,Domestic Shorthair Mix,Monocolor
Dog,Brown Brindle/White,Neutered Male,Owner Surrender,Normal,155,3285,5.049856007249537,Senior (>7a),mix,Boxer Mix,Monocolor
Dog,Brown Brindle/White,Neutered Male,Stray,Normal,5,1825,1.791759469228055,Adulto (3-7a),mix,Other,Bicolor
Dog,Black/White,Neutered Male,Stray,Normal,7,730,2.079441541679836,Adulto joven (1-3a),mix,Siberian Husky Mix,Bicolor
Cat,Black/White,Intact Male,Stray,Normal,35,21,3.58351893845611,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Dog,Black/Tricolor,Intact Female,Stray,Normal,4,365,1.6094379124341005,Joven (6m-1a),mix,Chihuahua Shorthair Mix,Monocolor
Dog,Black/Tricolor,Intact Female,Stray,Normal,13,365,2.6390573296152584,Joven (6m-1a),mix,Chihuahua Shorthair Mix,Monocolor
Cat,Tortie,Intact Female,Stray,Normal,68,14,4.23410650459726,Cachorro (<6m),purebred,Domestic Shorthair Mix,Monocolor
Dog,Brown,Intact Male,Stray,Normal,6,730,1.9459101490553128,Adulto joven (1-3a),purebred,Other,Bicolor
Cat,Calico,Intact Female,Owner Surrender,Normal,17,180,2.8903717578961645,Cachorro (<6m),purebred,Domestic Shorthair Mix,Monocolor
Cat,Black,Intact Female,Stray,Normal,39,35,3.688879454113936,Cachorro (<6m),purebred,Domestic Shorthair,Bicolor
Dog,Black,Spayed Female,Public Assist,Sick,12,1095,2.5649493574615367,Adulto joven (1-3a),mix,Chihuahua Shorthair Mix,Monocolor
Cat,Black/White,Neutered Male,Owner Surrender,Normal,38,180,3.6635616461296463,Cachorro (<6m),purebred,Domestic Longhair Mix,Monocolor
Cat,Torbie/White,Intact Female,Stray,Normal,168,365,5.1298987149230735,Joven (6m-1a),purebred,Domestic Shorthair Mix,Bicolor
Dog,White/Brown,Intact Male,Stray,Normal,31,1825,3.4657359027997265,Adulto (3-7a),mix,Other,Bicolor
Dog,White/Brown,Intact Male,Stray,Normal,87,1825,4.477336814478207,Adulto (3-7a),mix,Other,Bicolor
Dog,White/Brown,Intact Male,Stray,Normal,36,1825,3.610917912644224,Adulto (3-7a),mix,Other,Bicolor
Cat,Cream Tabby,Intact Female,Owner Surrender,Normal,10,60,2.3978952727983707,Cachorro (<6m),purebred,Domestic Shorthair,Bicolor
Cat,Brown Tabby,Neutered Male,Owner Surrender,Normal,9,3285,2.302585092994046,Senior (>7a),purebred,Domestic Shorthair Mix,Monocolor
Cat,Blue,Spayed Female,Public Assist,Sick,50,1460,3.9318256327243257,Adulto (3-7a),purebred,Domestic Shorthair Mix,Monocolor
Dog,Black/Tan,Intact Male,Stray,Normal,6,730,1.9459101490553128,Adulto joven (1-3a),purebred,Other,Bicolor
Dog,Black/Tan,Intact Male,Stray,Normal,7,730,2.079441541679836,Adulto joven (1-3a),purebred,Other,Monocolor
Dog,White/Tan,Intact Male,Stray,Normal,10,180,2.3978952727983707,Cachorro (<6m),mix,Other,Tricolor
Cat,Black,Intact Male,Stray,Normal,68,7,4.23410650459726,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Dog,Black/White,Intact Male,Stray,Normal,9,120,2.302585092994046,Cachorro (<6m),mix,Labrador Retriever Mix,Monocolor
Dog,Tan,Intact Female,Stray,Normal,6,730,1.9459101490553128,Adulto joven (1-3a),mix,Chihuahua Shorthair Mix,Monocolor
Dog,Fawn,Intact Female,Stray,Normal,9,730,2.302585092994046,Adulto joven (1-3a),mix,Chihuahua Shorthair Mix,Bicolor
Cat,Orange Tabby/White,Neutered Male,Owner Surrender,Normal,13,120,2.6390573296152584,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Cat,Brown Tabby,Intact Male,Stray,Normal,58,60,4.07753744390572,Cachorro (<6m),purebred,Domestic Shorthair,Monocolor
Dog,Black,Neutered Male,Owner Surrender,Normal,31,365,3.4657359027997265,Joven (6m-1a),mix,German Shepherd Mix,Bicolor
Cat,Black,Intact Female,Stray,Normal,81,30,4.406719247264253,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Dog,Brown Brindle/White,Intact Male,Stray,Normal,7,1095,2.079441541679836,Adulto joven (1-3a),mix,Other,Monocolor
Dog,Brown Brindle/White,Intact Male,Stray,Normal,9,365,2.302585092994046,Joven (6m-1a),mix,Other,Bicolor
Cat,Black,Intact Male,Stray,Normal,39,30,3.688879454113936,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Dog,White/Brown,Intact Male,Stray,Normal,13,60,2.6390573296152584,Cachorro (<6m),mix,Australian Cattle Dog Mix,Bicolor
Dog,White/Brown,Intact Male,Stray,Normal,4,60,1.6094379124341005,Cachorro (<6m),mix,Australian Cattle Dog Mix,Bicolor
Dog,Tricolor,Intact Male,Stray,Normal,4,365,1.6094379124341005,Joven (6m-1a),purebred,Other,Monocolor
Dog,Black/Tan,Spayed Female,Stray,Normal,56,1095,4.04305126783455,Adulto joven (1-3a),mix,German Shepherd Mix,Monocolor
Cat,Blue,Intact Female,Stray,Normal,71,28,4.276666119016055,Cachorro (<6m),purebred,Domestic Shorthair,Bicolor
Dog,Black/Brown,Spayed Female,Owner Surrender,Normal,8,730,2.19722457733622,Adulto joven (1-3a),purebred,German Shepherd,Monocolor
Dog,Black/White,Intact Female,Stray,Normal,90,2190,4.51085950651685,Adulto (3-7a),mix,Pit Bull Mix,Bicolor
Cat,Brown Tabby,Intact Male,Stray,Normal,11,30,2.4849066497880004,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Dog,Black/Brown,Intact Female,Stray,Normal,56,1095,4.04305126783455,Adulto joven (1-3a),purebred,Other,Monocolor
Dog,White,Spayed Female,Owner Surrender,Normal,3,365,1.3862943611198906,Joven (6m-1a),purebred,Other,Monocolor
Dog,Black/Brown Brindle,Intact Female,Stray,Normal,4,1460,1.6094379124341005,Adulto (3-7a),mix,Other,Bicolor
Dog,Black Brindle,Intact Male,Stray,Normal,4,0,1.6094379124341005,Cachorro (<6m),purebred,Other,Bicolor
Dog,White,Intact Female,Owner Surrender,Normal,3,1095,1.3862943611198906,Adulto joven (1-3a),mix,Other,Bicolor
Dog,Sable/White,Intact Male,Stray,Normal,4,90,1.6094379124341005,Cachorro (<6m),purebred,Other,Monocolor
Cat,White/Black,Spayed Female,Stray,Normal,8,730,2.19722457733622,Adulto joven (1-3a),purebred,Domestic Shorthair Mix,Bicolor
Cat,Tortie,Intact Female,Stray,Normal,32,30,3.49650756146648,Cachorro (<6m),purebred,Domestic Shorthair Mix,Monocolor
Dog,Black,Intact Male,Stray,Injured,159,210,5.075173815233827,Joven (6m-1a),purebred,Other,Bicolor
Dog,Blue Merle/White,Intact Female,Stray,Normal,5,1460,1.791759469228055,Adulto (3-7a),mix,Border Collie Mix,Monocolor
Dog,Brown,Intact Female,Owner Surrender,Normal,3,30,1.3862943611198906,Cachorro (<6m),purebred,Other,Bicolor
Cat,White/Black,Neutered Male,Owner Surrender,Medical,71,365,4.276666119016055,Joven (6m-1a),purebred,Domestic Shorthair Mix,Bicolor
Dog,Red Merle,Neutered Male,Owner Surrender,Normal,15,1825,2.772588722239781,Adulto (3-7a),mix,Australian Cattle Dog Mix,Bicolor
Cat,Brown Tabby/White,Intact Male,Stray,Normal,12,60,2.5649493574615367,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Dog,White/Chocolate,Intact Female,Stray,Normal,15,365,2.772588722239781,Joven (6m-1a),mix,Chihuahua Shorthair Mix,Bicolor
Dog,White/Black,Intact Female,Stray,Normal,4,60,1.6094379124341005,Cachorro (<6m),mix,Other,Bicolor
